idx,rsmi,psmi,ea,dh
93,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:11])([H:12])[C:5]([H:8])([H:13])[N:6]12)[H:7],90.1313570905585,72.1039270694933
98,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[N:6]2[H:9],58.61812877127171,50.054915559051295
100,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:13])[C@@:4]([H:11])([C:3]1([H:9])[H:10])[N:5]2[H:12],54.6263608106946,20.0052900242447
101,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C:2]([H:9])=[C:6]([H:13])[N:5]=[C:4]1[H:11])([H:7])([H:8])[H:12],63.3346053039483,-58.1417747744919
102,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1](=[C:3]([C@@:4]1([H:11])[N:5]([H:12])[C@:6]1([C:2][H:9])[H:13])[H:10])([H:7])[H:8],58.1797844886804,42.9166259167784
103,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])([H:13])[N:5]([H:12])[C:6]2,57.611919389372304,-20.1189230483507
104,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]2([N:5]([C:6][H:13])[H:12])[H:11],62.45311122040749,20.7401893449398
105,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])=[C:2]([H:9])[C:3]1([C@@:4]1([H:11])[N:5]=[C:6]1[H:13])[H:10].[H:8][H:12],82.64527189609409,40.5169960503999
106,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N+:5]1([H:12])[C-:4]([H:11])[C@:6]21[H:13],110.892169984322,40.0225233999208
107,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([C@@:6]2([H:13])[C:4][N:5]2[H:12])([H:9])[C:3]1([H:10])[H:11],63.4995490741123,11.9028081721441
108,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2][C@@:3]1([C@@:4]1([H:11])[N:5]([H:12])[C:6]1([H:9])[H:13])[H:10],68.64332848367731,48.2682228457471
109,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]([N:5]([H:12])[H:13])([H:11])[C:6]2,60.816513285025,26.5269596620746
110,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[C@@:4]2([H:11])[C@:3]1([H:10])[N:5]2[H:12],53.1010500022375,-41.2219105049249
111,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])=[N:5][C:6]2([H:12])[H:13],51.99505264190911,-50.6805198731827
112,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[N:5]([H:12])[C:4]([H:11])=[C:3]1[H:10],49.183878630158006,-59.301615289837706
113,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C@@:2]2([H:9])[C@:4]1([H:11])[N:5]=[C:6]2[H:13])([H:7])([H:8])[H:12],63.2973542417031,-16.0165811694137
114,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[C:4](=[C:5]=[O:6])([H:7])[H:8].[O:1]=[C:2]=[O:3],60.1575787001535,-14.5222738080418
115,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[O:1]=[C:2]1[C@:5]([C:4](=[O:3])[H:7])([H:8])[O:6]1,63.7857973338216,29.7283583610848
116,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[O:1]=[C:2]1[O+:3]=[C-:4][C:5]([H:7])([H:8])[O:6]1,59.99084134408629,42.5104983949243
117,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[O:1]=[C:2]([O:3][H:7])[O:6][C:5](=[C:4])[H:8],93.0506949728424,80.0572791668504
118,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[C:5](=[O:6])([H:10])[H:11].[N:1](=[C:2](/[C:3](=[O:4])[H:8])[H:9])\[H:7],80.553344807489,26.1323021761438
119,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1](=[C:2](\[O:6][C:5]([O+:4]=[C-:3][H:9])([H:10])[H:11])[H:8])\[H:7],92.5159111861336,68.2817840617873
120,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[H:8][H:9].[N:1](=[C:2]1/[C-:3]=[O+:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],86.3749391698548,71.4534733743771
121,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]1([H:7])[C:2](=[O:6])[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11],61.617467078132,-15.1887048126087
122,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]#[C:2][C:3]([O:4][C:5]([O:6][H:7])([H:10])[H:11])([H:8])[H:9],67.4202327955585,8.591914185950989
123,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]1([H:7])[C:2]2([C:3]1([H:8])[H:9])[O:4][C:5]([H:10])([H:11])[O:6]2,101.357463929036,38.0748723730697
124,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1](=[C:2](/[C:3]([O+:4]=[C-:5][H:11])([H:8])[H:9])[O:6][H:10])\[H:7],82.0380604807021,63.0305696713347
125,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1](=[C:2](/[C:3]([O:4][H:11])([H:8])[H:9])[O+:6]=[C-:5][H:10])\[H:7],76.8782530672704,65.4195153238189
126,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]([C:2]1=[C:3]([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)([H:7])[H:8],75.3121969382565,15.176673870452198
127,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]1([H:7])[C:2](=[O:6])[C:3]1([H:8])[H:9].[O:4]=[C:5]([H:10])[H:11],63.6123783074992,32.7610935584655
128,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[O:1]([C+:2]=[C:3]([O-:4])[C:5]#[N:6])[H:7],82.4987580379218,47.9932422092518
129,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[C:3](=[O:4])=[C:5]=[N:6][H:7].[O+:1]#[C-:2],42.847977030726206,34.4075742364332
130,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[O:1]=[C:2]([C:3](=[O:4])[N+:6]#[C-:5])[H:7],44.3586911792652,10.9738013254585
131,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[C+:3]([O:4][H:7])=[C:5]=[N-:6].[O+:1]#[C-:2],53.8182841043116,39.664543821301
132,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[O:1]=[C:2]([O+:4]=[C:3]=[C:5]=[N-:6])[H:7],47.6624162392115,46.8898528683574
133,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]=[C:3]([C@@:4]1([H:9])[O:5][C:6]1([H:8])[H:10])[H:7],88.7626187651487,-3.12274691472125
134,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O-:1][C:2]1=[C+:6][C@@:4]([O:5][H:10])([H:9])[C:3]1([H:7])[H:8],69.0327216961835,65.7297536198155
135,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]1[C:3]([H:7])([H:8])[O:5][C@@:6]1([C:4][H:9])[H:10],106.780030817439,70.5971270385891
136,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]1[C:2](=[C:3]([H:7])[H:8])[C@@:6]1([C:4](=[O:5])[H:9])[H:10],62.0078086723279,3.11828042773866
137,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]([C@@:6]1([H:10])[C:3]([H:7])=[C:4]([H:9])[O:5]1)[H:8],87.35877453282708,5.719286912889991
138,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O-:1][C:2]1=[C:6]=[O+:5][C:4]([H:9])([H:10])[C:3]1([H:7])[H:8],64.69696773914039,18.5460181124704
139,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]([C:3]([H:7])([H:8])[H:9])[C@@:6]1([H:10])[C-:4]=[O+:5]1,65.5958158412589,24.7735612262714
140,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@:4]1([O+:5]=[C-:6][H:10])[H:9],91.9075318595899,67.9594690540206
141,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]([C:2]1=[C:6]2[C@@:4]([H:9])([C:3]1([H:7])[H:8])[O:5]2)[H:10],80.86025277393021,56.8562854298208
142,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4][C@:6]1([O:5][H:9])[H:10],67.2035168229798,62.98069868497621
143,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]=[C:6]([O:5][C:4](=[C:3]([H:7])[H:8])[H:9])[H:10],34.7309451271676,4.34684757988747
144,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]([C:2]1=[C:3]([H:7])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10])[H:8],80.4295562881458,28.300370847319897
145,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O+:1](=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:6]1[H:10])[O-:5],144.080728886541,82.829742633602
146,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:6]1([C:4](=[O:5])[H:9])[H:10],54.7315676342635,-8.30919432132243
147,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2](/[C:3](=[C:4](\[C:6](=[O:5])[H:10])[H:9])[H:7])[H:8],88.796699223927,-21.553583470177102
148,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C-:4]=[O+:5][C:6]1([H:9])[H:10],59.7223694926745,13.7575429191237
149,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O-:1][C:2](=[C+:3][H:8])[C@@:6]1([H:10])[C:4]([H:7])([H:9])[O:5]1,79.13262934137391,67.6158546588686
150,[c:1]1([H:7])[n:2][n:3][c:4]([H:8])[n:5][n:6]1,[C:1](#[N:6])[H:7].[C:4](#[N:5])[H:8].[N:2]#[N:3],51.5865636532092,-48.714234090628
151,[c:1]1([H:7])[n:2][n:3][c:4]([H:8])[n:5][n:6]1,[C:1](#[N+:2][N-:3][C-:4]([N+:5]#[N:6])[H:8])[H:7],62.4760661886519,53.2170572746364
152,[C:1]([N:2]1[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])([H:5])([H:6])[H:7],[C:1]([N+:2]1([H:11])[C:3]([H:8])([H:9])[C-:4]1[H:10])([H:5])([H:6])[H:7],66.1664370651053,52.0247746815438
153,[C:1]([N:2]1[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])([H:5])([H:6])[H:7],[C-:1]([N+:2]1=[C:3]([H:8])[C:4]1([H:10])[H:11])([H:6])[H:7].[H:5][H:9],84.77184720437329,70.7909637420731
154,[C:1]([N:2]1[C:3]([H:8])([H:9])[C:4]1([H:10])[H:11])([H:5])([H:6])[H:7],[C:1]([N+:2]([C-:3]([H:8])[H:9])=[C:4]([H:10])[H:11])([H:5])([H:6])[H:7],48.7729362575883,24.1147805241713
155,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C+:1]([N:2]([C:3]([N:4]([H:9])[H:11])=[C:5]([O-:6])[H:12])[H:10])([H:7])[H:8],56.9355601698072,27.297580140259495
156,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]([C:3]([N:4]([O-:6])[H:11])=[C+:5][H:12])[H:10])([H:7])([H:8])[H:9],135.439737200592,128.328285011162
157,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]=[C:3]=[N:4][H:11])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:10])[H:12],94.0354001667514,22.935920137828106
158,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],47.697357507788105,15.5502869401726
159,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:10].[N:2](=[C:3]=[N:4][H:11])[C:5](=[O:6])[H:12],97.9622193690916,6.5523271998399695
160,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]([H:10])[H:11])([H:7])([H:8])[H:9].[C:3](#[N:4])[C:5](=[O:6])[H:12],62.547236429276,25.080871649621603
161,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([N:2]([C:3][N:4]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],52.199266721819,25.0186513619232
162,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1](=[N:2][H:10])([H:7])[H:8].[C:3](=[N:4][H:11])=[C:5]([O:6][H:9])[H:12],88.00467150614159,47.5396983781528
163,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]([c:3]1[n:4]([H:11])[o:6][c:5]1[H:12])[H:10])([H:7])([H:8])[H:9],94.97438190366908,74.37329566170929
164,[C:1]([N:2](/[C:3](=[N:4]\[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]([C:3]#[N:4])[H:10])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:11])[H:12],85.8104801325852,19.7505935916417
165,[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[O:2])([H:8])[H:9].[C:3](=[O:4])([C:5]([O:6][H:12])([H:10])[H:11])[H:7],79.4701702906499,32.5301055360144
166,[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O+:2]=[C-:3][O:4][C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],98.9701585337964,54.6157357111942
167,[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:3](=[O:4])[C:5](=[O:6])[H:11])([H:7])([H:8])[H:9].[H:10][H:12],95.50299603670608,27.077494611563
168,[C:1]([O:2][C:3](=[O:4])[C:5]([O:6][H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C@:3]1([O:4][H:12])[C:5]([H:10])([H:11])[O:6]1)([H:7])([H:8])[H:9],56.875051480029605,33.560533387019895
169,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][C:4]([O+:6]=[C-:5][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],103.160352788742,59.1287646748318
170,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3]/[C:4](=[C:5](/[O:6][H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],66.4766713281511,9.98958998004865
171,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C@@:5]1([O:6][H:7])[H:14],79.42185591289291,-2.8834407347460003
172,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O+:3][C:4](=[C:5]([O-:6])[H:14])[H:12])[H:11])([H:7])([H:8])[H:9].[H:10][H:13],72.498427649478,65.3964021581324
173,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:13].[C:2](=[O+:3][C:4](=[C:5]([O-:6])[H:14])[H:12])([H:10])[H:11],88.8458526912227,61.2138775873306
174,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1]([C:2]([H:10])([H:11])[H:14])([H:7])([H:8])[H:9].[O:3]=[C:4]([H:12])[H:13],73.66550906039129,3.4049599425900503
175,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][O:6][C:5](=[C:4]([H:12])[H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],101.908808828684,61.3098648310651
176,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][C@:5]1([H:14])[C:4]([H:12])([H:13])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9],81.8320386295502,14.7479702437328
177,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](=[O:3])[H:11])([H:7])([H:8])[H:9].[C:4](=[C:5]([O:6][H:10])[H:14])([H:12])[H:13],59.2144866148045,7.03539689319275
178,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[O:3]([C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])[H:7],66.6532719703446,15.2024031229011
179,[C:1]([C:2]([O:3][C:4]([C:5](=[O:6])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][C:4](=[C:5]=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:13][H:14],79.1398980554325,37.2322566880131
180,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]1([H:6])([H:7])[O:2][C@:5]1([C:4](=[C:3]([H:8])[H:9])[H:10])[H:11],79.63757377887059,17.6084723735879
181,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]([O:2][C:3]([C:4](=[C:5])[H:10])([H:8])[H:9])([H:6])([H:7])[H:11],83.4925361181213,76.5945148564339
182,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]([O:2][H:8])(/[C:5](=[C:4](\[C:3][H:9])[H:10])[H:11])([H:6])[H:7],77.0717873944883,72.2360210141735
183,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]1([H:6])([H:7])[O+:2]=[C-:3][C:4]([H:10])=[C:5]1[H:11].[H:8][H:9],79.9267160850161,60.9653092280951
184,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]1([H:6])=[C:5]=[C:4]([H:10])[C:3]([H:8])([H:9])[O:2]1.[H:7][H:11],100.623550219388,77.5273745054633
185,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])([H:11])[C:5]1,65.0914104279909,60.63104423902509
186,[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11],[C:1]([C:5]#[C:4][H:10])([H:6])([H:7])[H:11].[O:2]=[C:3]([H:8])[H:9],107.100516637807,31.8784199032666
187,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([c:2]1[n:3]([H:10])[c-:4][c:5]([H:11])[o+:6]1)([H:7])([H:8])[H:9],86.65933155176691,47.741262398879606
188,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]#[N+:3][C:4](=[C:5]([O-:6])[H:11])[H:10])([H:7])([H:8])[H:9],46.2783533680397,45.1425655011185
189,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:3][C:4]([H:10])([H:11])[C-:5]=[O+:6]1)([H:7])([H:8])[H:9],62.7361425752711,51.9334334304185
190,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[N:3]([H:7])[C:4]([H:10])=[C:5]([H:11])[O:6]1)([H:8])[H:9],77.8803351697894,25.5859857446917
191,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]=[C:4]=[C:5]([H:10])[H:11])=[O:6])([H:7])([H:8])[H:9],81.22606626666351,19.9186971460024
192,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[N:3]=[C:4]([H:10])[C:5]([H:7])([H:11])[O:6]1)([H:8])[H:9],91.89307659999778,21.5223235779523
193,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([N:3]=[C:2]=[O:6])([H:7])([H:8])[H:9].[C:4](#[C:5][H:11])[H:10],112.620114833051,43.273330201499206
194,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[N:3][C@@:4]1([C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],78.4926777607256,37.9702867115966
195,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[N-:3][C:4]([H:10])=[C:5]=[O+:6]1)([H:8])[H:9].[H:7][H:11],135.865392485494,92.242331612543
196,[C:1]([c:2]1[n:3][c:4]([H:10])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9],[C:1]([O:6]/[C:5](=[C:4](\[N+:3]#[C-:2])[H:10])[H:11])([H:7])([H:8])[H:9],116.380284351483,47.90579829241391
197,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5]#[C:6][H:12])[H:10])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3](=[C:5]=[C:6]([O:4][H:11])[H:12])[H:10])([H:8])[H:9])[H:7],68.4128660759164,-2.24356715796144
